,goals,assists,key_passes,xG,xA,time,shots,xGChain,xGBuildup,goals+assists,season,player
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2017,Paddy McNair
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2018,Paddy McNair
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2019,Paddy McNair
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2020,Paddy McNair
0,0,1,4,0.1887751705944538,0.2821466326713562,426,5,2.5759886354207993,2.3300687074661255,1,2014,Daley Blind
0,0,0,3,0.04317684471607208,0.3933402858674526,360,1,1.2772716730833054,0.8622163534164429,0,2015,Daley Blind
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2016,Daley Blind
0,0,0,3,0.11676054447889328,0.38469706661999226,270,3,1.4541164338588715,1.2896155416965485,0,2017,Daley Blind
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2018,Daley Blind
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2019,Daley Blind
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2020,Daley Blind
0,0,0,0,0.0,0.0,90,0,0.033755138516426086,0.033755138516426086,0,2014,Jan Vertonghen
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2015,Jan Vertonghen
0,0,0,0,0.0,0.0,90,0,0.22057250142097476,0.22057250142097476,0,2016,Jan Vertonghen
0,0,0,0,0.016260853037238118,0.0,90,1,0.1747705638408661,0.15850970149040222,0,2017,Jan Vertonghen
0,0,0,0,0.05722306668758392,0.0,90,1,0.6897982954978943,0.632575273513794,0,2018,Jan Vertonghen
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2019,Jan Vertonghen
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2020,Jan Vertonghen
0,0,0,0,0.0,0.0,90,0,0.5183770656585693,0.5183770656585693,0,2014,Nabil Bentaleb
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2015,Nabil Bentaleb
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2016,Nabil Bentaleb
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2017,Nabil Bentaleb
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2018,Nabil Bentaleb
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2019,Nabil Bentaleb
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2020,Nabil Bentaleb
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2014,Matteo Darmian
0,1,0,10,0.15381218865513802,1.7541701905429363,1694,5,4.593661159276962,3.5282624270766973,1,2015,Matteo Darmian
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2016,Matteo Darmian
0,0,0,1,0.028800688683986664,0.021253770217299458,429,2,0.5322577524930239,0.5322577524930239,0,2017,Matteo Darmian
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2018,Matteo Darmian
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2019,Matteo Darmian
0,2,2,7,1.3403444588184357,0.7656568065285683,791,6,3.8156796023249626,2.407030276954174,4,2020,Matteo Darmian
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2014,Ritchie de Laet
0,1,0,5,0.1470789611339569,0.22146660089492798,597,2,1.0306923277676105,0.7576778158545494,1,2015,Ritchie de Laet
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2016,Ritchie de Laet
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2017,Ritchie de Laet
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2018,Ritchie de Laet
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2019,Ritchie de Laet
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2020,Ritchie de Laet
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2014,Jeffrey Schlupp
0,0,0,4,0.20183963142335415,0.4101964458823204,720,7,1.612228311598301,1.1937140170484781,0,2015,Jeffrey Schlupp
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2016,Jeffrey Schlupp
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2017,Jeffrey Schlupp
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2018,Jeffrey Schlupp
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2019,Jeffrey Schlupp
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2020,Jeffrey Schlupp
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2014,Danny Simpson
0,0,0,6,0.7629519607871771,0.34914627484977245,2620,7,4.695623463019729,3.7401726972311735,0,2015,Danny Simpson
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2016,Danny Simpson
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2017,Danny Simpson
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2018,Danny Simpson
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2019,Danny Simpson
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2020,Danny Simpson
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2014,Christian Fuchs
0,0,4,45,0.8510160688310862,4.107187683694065,2691,19,6.198887316510081,4.834318270906806,4,2015,Christian Fuchs
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2016,Christian Fuchs
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2017,Christian Fuchs
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2018,Christian Fuchs
0,0,0,2,0.15409740526229143,0.10093383491039276,450,4,1.9216712564229965,1.8448089510202408,0,2019,Christian Fuchs
0,0,0,0,0.0,0.0,90,0,0.4978342056274414,0.4978342056274414,0,2020,Christian Fuchs
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2014,Guillermo Varela
0,0,0,1,0.0,0.02298040501773357,270,0,0.724574264138937,0.724574264138937,0,2015,Guillermo Varela
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2016,Guillermo Varela
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2017,Guillermo Varela
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2018,Guillermo Varela
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2019,Guillermo Varela
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2020,Guillermo Varela
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2014,Cameron Borthwick-Jackson
0,0,1,5,0.014882548712193966,0.6854372229427099,450,1,3.690816953778267,3.5356204956769943,1,2015,Cameron Borthwick-Jackson
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2016,Cameron Borthwick-Jackson
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2017,Cameron Borthwick-Jackson
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2018,Cameron Borthwick-Jackson
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2019,Cameron Borthwick-Jackson
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2020,Cameron Borthwick-Jackson
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2014,Kieran Trippier
0,1,0,4,0.4016627371311188,0.24033488146960735,360,1,2.206758677959442,1.6574466824531555,1,2015,Kieran Trippier
0,0,3,11,0.035026773810386665,1.7900848239660263,354,1,2.2159291058778763,1.2305188179016113,3,2016,Kieran Trippier
0,0,5,41,0.4290476907044649,4.263985018245876,1876,7,9.932073724456131,6.616565875709057,5,2017,Kieran Trippier
0,0,3,40,0.34483487345278263,4.359089845791459,1898,6,8.762835189700127,6.998201468959451,3,2018,Kieran Trippier
0,0,4,39,0.1651615872979164,4.545962728559971,1853,3,7.061887511983514,5.978324579074979,4,2019,Kieran Trippier
0,0,5,31,0.13032066635787487,3.4441235158592463,2221,3,14.098518393933773,12.038973474875093,5,2020,Kieran Trippier
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2014,Daniel Amartey
0,0,0,0,0.0,0.0,79,0,0.018907694146037102,0.018907694146037102,0,2015,Daniel Amartey
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2016,Daniel Amartey
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2017,Daniel Amartey
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2018,Daniel Amartey
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2019,Daniel Amartey
0,0,0,0,0.0,0.0,90,0,0.450018972158432,0.450018972158432,0,2020,Daniel Amartey
0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2014,Timothy Fosu-Mensah
0,0,0,0,0.029999716207385063,0.0,69,1,0.21957014501094815,0.189570426940918,0,2015,Timothy Fosu-Mensah
